100 390
64 22 8
53 30 2
93 2 7
42 25 2
48 67 7
18 92 5
40 17 5
31 91 5
35 57 6
95 97 8
90 73 6
84 63 5
35 50 3
12 10 2
6 88 5
61 78 9
95 81 5
39 99 9
25 32 1
18 50 3
79 24 10
29 66 4
59 65 10
7 13 4
78 48 8
88 37 5
33 97 9
65 58 9
7 100 8
25 100 10
46 1 9
86 22 5
9 31 5
71 14 4
78 58 3
65 17 4
78 46 10
3 59 7
37 4 5
37 56 6
72 3 7
45 24 2
17 66 8
76 65 8
33 78 8
75 73 8
43 84 4
50 43 9
35 53 3
35 68 10
98 70 9
93 27 3
70 84 5
28 70 1
11 89 6
67 50 2
1 36 2
70 49 10
80 52 10
60 22 10
33 29 3
13 15 2
85 38 3
48 69 5
3 85 9
25 96 6
94 1 6
16 59 8
75 27 4
42 53 3
100 66 4
47 36 8
87 34 3
87 37 8
29 12 4
74 63 8
60 30 9
34 38 6
93 27 2
85 63 9
69 52 9
44 100 4
90 25 8
24 34 2
49 10 2
76 95 3
13 30 3
58 82 9
21 85 5
31 58 4
61 5 9
33 47 6
85 33 4
91 97 10
81 69 3
58 29 2
77 25 10
31 9 4
44 77 7
21 48 6
20 61 9
9 7 4
1 39 2
48 4 5
59 14 6
11 91 9
62 7 8
18 63 10
34 30 10
40 44 9
18 33 5
54 78 9
35 13 4
90 78 9
33 5 8
69 89 2
37 97 5
70 28 7
81 42 3
65 83 4
66 4 1
54 93 2
62 52 2
27 3 5
64 91 3
18 21 8
29 67 10
67 76 3
68 97 6
66 31 5
49 4 1
70 67 3
45 79 10
96 71 5
80 50 6
12 67 1
88 77 2
43 2 8
89 44 6
51 34 1
82 77 7
79 28 7
21 85 3
49 4 5
4 69 5
79 22 5
28 86 9
66 53 5
83 94 5
88 76 10
46 96 8
50 46 3
78 48 3
41 92 2
58 39 4
7 40 6
42 16 9
43 29 6
40 51 10
56 98 5
41 5 2
49 30 3
75 55 4
1 83 2
93 6 7
24 93 3
56 32 5
72 27 4
22 43 9
90 77 6
70 47 1
15 67 1
80 72 10
73 1 3
24 28 4
37 12 8
51 82 8
45 85 2
82 53 4
22 65 5
89 85 10
69 41 8
27 16 4
60 62 2
96 77 5
46 4 9
14 18 5
86 90 8
26 52 3
13 31 9
25 6 5
80 95 3
48 3 6
2 11 1
77 5 2
20 67 9
19 58 1
29 32 9
89 70 7
41 72 5
66 94 9
8 80 5
20 13 10
17 79 4
91 87 5
65 32 9
47 34 2
33 17 10
31 79 1
80 3 4
83 21 10
74 34 3
96 15 2
54 45 8
13 80 8
75 88 4
40 62 9
76 65 6
97 64 5
71 33 1
96 60 9
71 25 6
100 13 9
41 45 10
3 37 3
84 58 8
18 69 5
71 15 7
78 47 4
44 89 7
19 48 8
17 51 3
87 18 2
73 88 6
76 65 1
25 69 1
88 44 10
65 85 1
95 77 8
81 62 8
33 63 3
16 86 6
33 40 10
11 73 4
97 63 3
72 75 10
31 13 9
55 90 9
43 4 9
23 4 8
74 56 8
83 55 7
48 84 9
60 12 8
23 11 7
81 9 10
15 81 5
16 2 2
39 82 10
77 68 10
33 54 7
87 18 10
87 7 10
10 91 10
63 74 5
74 6 2
78 62 6
66 28 7
39 44 10
95 30 3
97 89 10
87 72 4
47 24 8
93 3 10
73 22 10
96 63 4
42 19 3
60 22 7
74 10 4
21 79 10
22 33 1
24 10 1
91 32 9
21 66 3
75 19 6
33 80 5
79 75 6
99 47 10
88 85 5
24 18 4
20 47 1
3 6 10
51 65 5
75 57 10
19 9 5
60 98 6
68 14 2
48 11 10
59 29 6
86 9 3
33 96 8
66 42 8
20 39 1
84 68 6
79 75 10
6 84 10
52 48 9
92 48 4
48 15 3
76 80 1
82 43 8
18 2 2
91 1 2
9 48 3
56 94 2
84 11 1
40 56 3
14 38 10
17 49 8
100 98 5
67 38 1
63 15 7
64 73 6
81 50 9
91 28 6
47 69 10
14 76 5
90 29 2
11 64 7
4 97 8
1 54 1
60 64 3
1 54 10
61 98 7
83 15 3
4 17 2
13 51 9
26 56 4
87 55 8
49 88 2
34 15 5
4 89 8
93 86 6
43 64 3
7 13 6
22 85 9
9 59 2
38 96 10
68 74 10
7 9 8
33 18 1
58 28 1
3 45 7
74 5 8
71 35 7
37 31 6
85 66 1
11 15 1
45 29 6
33 91 8
64 60 8
81 3 3
17 72 4
43 25 6
57 100 8
41 100 8
65 26 1
80 88 7
88 30 8
4 16 9
59 81 5
80 61 8
97 45 4
12 55 1
56 97 6
89 51 10
23 93 10
16 95 5
42 9 8
66 45 7
66 26 3
40 85 10
37 92 7
19 39 8
99 95 2
18 96 3
68 27 4
9 70 6
10 36 8
66 44 1
