100 400
82 23 5
61 33 2
28 9 10
58 26 8
40 62 3
20 48 2
42 43 1
49 95 4
55 61 4
45 5 7
42 74 6
76 54 8
74 69 5
51 63 1
16 75 8
38 41 9
56 5 7
54 53 1
63 74 9
6 68 4
63 47 10
7 100 8
99 56 1
11 55 9
37 27 7
24 68 5
4 57 4
63 67 6
14 10 3
19 65 1
12 77 1
35 53 8
32 39 6
13 35 3
8 64 4
98 20 4
60 20 1
96 65 5
74 42 9
77 5 8
96 15 4
95 24 4
47 10 6
27 30 7
86 90 9
86 82 5
24 68 9
44 93 7
65 9 4
59 1 7
15 9 10
5 4 5
89 34 4
85 60 8
25 84 10
53 13 10
74 22 4
22 87 7
11 1 10
93 80 5
7 30 10
8 67 9
18 68 1
78 74 1
19 64 8
63 89 2
60 99 1
2 71 3
97 78 3
45 50 8
6 21 3
79 87 6
20 66 4
92 30 9
3 79 2
94 58 10
8 72 7
6 64 1
99 20 9
14 47 5
77 57 8
24 95 8
79 30 2
53 33 1
66 36 9
67 88 6
45 5 5
73 19 7
73 94 10
3 24 7
57 33 9
21 22 8
90 38 6
97 93 5
74 83 5
87 14 6
94 99 6
96 22 10
93 4 9
12 83 1
46 14 8
43 61 6
40 26 6
83 28 4
25 72 3
87 70 9
24 10 3
6 89 2
93 37 1
19 81 10
15 84 3
72 89 4
17 65 10
19 10 4
81 80 8
49 97 1
80 40 3
89 50 2
39 97 9
57 2 2
4 40 2
93 98 7
64 12 8
72 13 4
15 34 6
86 20 5
56 75 4
45 27 5
27 83 2
95 11 9
71 89 4
99 80 4
25 18 4
54 29 9
64 65 9
64 95 10
8 10 3
74 63 2
34 61 2
17 45 4
27 59 4
73 45 3
7 36 1
26 38 3
61 22 10
36 61 8
82 36 7
7 79 8
20 11 7
48 31 3
8 100 8
3 99 8
56 89 10
52 92 3
60 70 7
61 91 2
57 2 10
63 61 3
7 66 1
78 68 8
38 62 10
42 2 4
91 31 9
88 8 5
8 88 2
44 79 10
90 66 7
68 27 3
30 46 10
89 82 10
92 78 1
58 77 4
66 87 7
34 40 9
65 64 8
93 100 10
91 81 5
85 5 6
17 64 7
40 10 10
37 92 10
32 83 4
16 61 6
58 61 10
37 93 2
72 20 6
18 13 8
1 38 4
71 5 4
61 60 4
65 83 7
71 27 10
98 7 7
34 63 5
87 96 5
1 53 6
67 51 7
47 45 3
11 98 5
21 65 2
21 49 3
18 100 7
99 72 7
37 96 7
58 54 1
12 25 7
21 58 8
98 74 1
70 96 5
57 36 2
6 34 5
99 22 2
14 79 2
2 26 8
59 35 8
66 64 9
54 8 10
5 1 8
79 24 8
98 82 9
36 98 5
31 64 8
47 22 1
49 64 9
26 93 8
15 79 2
21 45 5
61 17 10
49 34 4
16 2 8
92 8 7
29 47 2
2 95 4
17 32 4
86 29 1
69 86 6
47 63 10
20 79 5
46 80 3
51 78 5
50 44 3
65 17 6
62 88 6
92 49 7
46 92 4
9 12 2
1 79 3
67 74 8
84 81 6
100 17 2
14 90 6
8 98 4
13 50 8
6 49 6
30 82 1
36 29 7
95 65 7
57 31 2
78 27 3
97 70 6
71 90 5
41 67 10
95 46 2
76 5 9
5 37 4
40 61 7
96 15 1
46 4 7
20 48 7
48 9 6
45 5 3
59 91 5
77 53 8
39 75 2
42 45 6
66 21 9
11 58 2
2 21 4
52 60 7
5 68 5
89 65 7
53 40 6
56 30 5
16 5 3
27 57 7
63 85 5
28 81 7
48 73 4
16 48 10
21 10 9
11 65 9
28 12 2
41 14 7
24 48 10
24 40 6
90 7 2
28 80 2
74 63 1
70 63 9
91 51 4
1 10 1
87 40 2
34 20 5
39 86 2
66 17 2
14 100 4
44 19 8
3 66 10
80 51 1
26 12 4
17 77 9
89 61 9
60 41 6
15 53 9
12 94 8
35 28 9
81 15 6
33 1 9
64 69 5
89 57 7
22 55 1
98 31 9
82 48 2
21 43 5
48 95 9
66 23 4
48 98 5
63 27 4
8 29 5
33 69 8
13 14 6
67 12 8
26 30 6
79 32 7
31 80 2
93 63 1
1 24 10
19 89 1
42 40 2
30 74 4
88 58 4
57 28 2
93 45 6
95 37 4
41 32 9
59 90 6
1 76 7
71 96 4
78 87 6
93 71 9
1 27 7
99 8 3
92 85 7
94 49 5
96 2 10
49 73 4
62 13 7
14 69 6
41 65 1
16 69 8
17 76 6
51 15 7
92 66 2
93 43 4
54 36 4
57 73 4
12 3 5
71 99 10
37 54 8
19 43 6
14 72 7
39 16 8
43 60 10
5 35 9
98 17 4
87 24 6
81 86 1
5 39 6
48 15 6
62 60 7
50 49 10
40 96 6
13 6 1
21 23 7
47 57 3
49 87 9
21 35 8
75 93 6
84 59 4
94 14 1
32 71 9
50 48 9
38 88 5
30 34 1
46 58 5
67 98 5
92 66 1
58 49 5
11 6 10
83 30 4
